The Analects(-)	2474.863860661642,3754.6264552828443
Tao Te(-)Ching	2533.8706440496817,3691.7663956737865
The Yoga Sutras of Patanjali: Commentary on the(-)Raja Yoga Sutras by Sri Swami Satchidananda	2446.7041484799724,3700.078526155912
Hesiod's Theogony(-)	2155.896506714891,3506.7782680963014
Greek Tragedies,(-)Volume 3	2023.8375066068272,3516.4741604493047
Electra and Other(-)Plays	2263.0260348709307,3746.8249944302024
Eichmann in Jerusalem: A Report on(-)the Banality of Evil	2353.909597953236,3329.156564100717
The Making of the(-)Atomic Bomb	2400.108069040371,3292.384829700505
Michael Frayn's Copenhagen in Debate: Historical Essays and Documents on(-)the 1941 Meeting Between Niels Bohr and Werner Heisenberg	2307.024367702816,3298.1732207803993
Arcadia: A(-)Play	2380.8853877375477,3238.8978673297615
Family	2319.7284869263704,3243.098612180171
The Autobiography of Benjamin(-)Franklin	2353.718337262049,1912.5928854401473
Incidents in the Life of(-)a Slave Girl	2271.476968038994,1926.3128413326663
The Landmark(-)Thucydides	1711.2095788029667,3660.0420570944702
Travels with(-)Herodotus	1770.3929665368983,3664.1106529511367
A History of Histories: Epics, Chronicles, and Inquiries from(-)Herodotus and Thucydides to the Twentieth Century	1707.9090858302789,3602.7009649599195
The Landmark Thucydides: A Comprehensive Guide(-)to the Peloponnesian War	1676.3043863909613,4027.5003574335287
Gulliver's Travels(-)	1659.3775878749523,3974.0676023486253
Selected Works(-)	1868.024791613708,4466.072851850571
The Campaigns of(-)Alexander	1925.3106830528052,4481.9076955261935
The 48 Laws(-)of Power	3485.751681296401,4422.364746701135
Sun Tzu: The Art of War(-)for Managers; 50 Strategic Rules	3360.484416608444,4474.008120042069
The Book of(-)Five Rings	3477.0772274799538,4352.488231279197
The Art(-)of Seduction	3429.541778867648,4474.691564061607
On War	3359.393326835023,4415.193171971327
Dore's Illustrations for Paradise(-)Lost	3372.187702301029,3820.177552147924
Dore's Illustrations of the(-)Crusades	3383.7579541778537,3918.704956525225
Dore's Angels(-)	3423.275129384802,3844.670252629933
The Dore Gallery: His(-)120 Greatest Illustrations	3424.5142796309065,3893.1081078608618
Dore's Dragons, Demons and(-)Monsters	3335.7990651367254,3890.555890067285
Milton's Paradise(-)Lost	3113.1247812884385,3633.5747629262346
The Divine Comedy:(-)Purgatorio	2689.554494098748,3406.5811684206074
Vita Nuova(-)	2844.3316655381295,3881.985155849235
The Greek Myths:(-)Complete Edition	1831.091078363076,3253.6617369750657
The Battle of the(-)Labyrinth	1587.9258770630684,3144.8462262263556
The Demigod(-)Files	1631.8267340932134,3100.4480365886975
Percy Jackson and the Olympians(-)Paperback Boxed Set	1678.7322623680673,3167.9330990546905
The Titan's(-)Curse	1625.5234334899696,3194.17254295001
This Country(-)of Ours	1985.152826338085,2737.809644973018
Poor Richard	2002.6359081413011,2681.3315295110306
The Aeneid_(-)	2472.8905828066063,3454.2996233823624
D'Aulaires' Book of(-)Trolls	1427.2164026231483,3520.5756806570203
The Children of Odin: The(-)Book of Northern Myths	1345.623677877772,3549.4116913676717
D'Aulaires' Book of(-)Animals	1372.1366609148117,3598.0674522894546
Leif the(-)Lucky	1422.857115547084,3586.0177789729023
Classics to Read Aloud to Your Children: Selections from Shakespeare, Twain, Dickens,(-)O.Henry, London, Longfellow, Irving Aesop, Homer, Cervantes, Hawthorne, and More	1178.5565277638864,3377.155351873011
Aesop's Fables: A Classic(-)Illustrated Edition	1089.2719846303373,3349.2187990612956
Archimedes and the Door(-)of Science	1171.1035490557704,3535.5239738639
The Children's Homer: The Adventures of(-)Odysseus and the Tale of Troy	1200.4638975906425,3572.4270220177677
The Golden(-)Goblet	1248.1389606328487,3562.770808196037
In Search of a Homeland: The(-)Story of the Aeneid	1193.3207252946117,3487.8238290656423
The Odyssey_(-)	1330.586229633907,3328.13187590744
DK Readers: Trojan(-)Horse	1320.713798216678,3408.5914634213486
Aesop's Fables(-)	1180.830623888441,3224.851495222913
Stories from Around the(-)World	1140.7476596539645,3274.2443536455694
Grammar for Middle School: A(-)Sentence-Composing Approach--A Student Worktext	2611.879591321128,1058.0410563611686
Sentence Composing for Middle School: A(-)Worktext on Sentence Variety and Maturity	2730.584193403948,1186.3711011777061
Mechanically Inclined: Building Grammar, Usage, and(-)Style into Writer's Workshop	2607.4663130371714,1248.01063334367
Nothing to Be(-)Frightened Of	1849.7744538153038,1681.9381598345137
Home: A(-)Novel	1871.6331502298083,1745.5283933241521
5 Steps to a 5: AP(-)English Literature, Second Edition	2627.5490522953564,1469.7775890956416
CliffsAP English Language and(-)Composition	2604.695072837975,1383.8199511716266
AP English Literature &(-)Composition	2652.559610565804,1416.1696674176767
Sentence Composing for College: A Worktext(-)on Sentence Variety and Maturity	2784.838493978486,987.2374190170323
Plot &(-)Structure:	2961.2124417293608,1196.8768939488798
The Elements of(-)Style	2879.4068146375575,1195.9167058957519
The First Five Pages: A Writer's Guide to(-)Staying Out of the Rejection Pile	2924.041179515131,1173.7594385105374
Four Texts on Socrates: Plato's Euthyphro,(-)Apology, and Crito and Aristophanes' Clouds	3086.516991797971,4373.798641057201
The Ego and the(-)Id	2557.4155527228545,4312.514824742526
The Future of(-)an Illusion	2590.4749688538086,4359.338188978257
Beyond the Pleasure(-)Principle	2642.7738141390437,4332.578719862673
On the Genealogy of(-)Morals and Ecce Homo	2676.6765690338157,4434.458773721191
The Elements of(-)Moral Philosophy	2858.772612143738,4534.708283816198
Aristotle: Nicomachean(-)Ethics	2803.7392729089456,4568.401950613975
Discourse on Method and Meditations on(-)First Philosophy, 4th Ed.	2882.1554407341314,4594.605647892322
Utilitarianism	2668.958339011171,4735.051467645918
The Road to Serfdom: Text and(-)Documents--The Definitive Edition	3649.887068004299,3882.1046405981806
Why Government Is the(-)Problem	3710.037068197787,3749.4537782759976
Capitalism, Socialism,(-)and Democracy	3573.8131920823344,4048.906908431029
The Return of Depression Economics and(-)the Crisis of 2008	3538.1281734190457,4093.5095016211067
Economics in One Lesson: The Shortest and(-)Surest Way to Understand Basic Economics	3653.698347440035,3676.2048916980702
Four Plays: Medea, Hippolytus,(-)Heracles, Bacchae	1949.6215847927717,3968.855008880082
An Introduction to(-)Hinduism	2156.883556312195,3890.1176843715443
What the Buddha Taught: Revised and Expanded Edition(-)with Texts from Suttas and Dhammapada	2172.054775026775,3955.763973400355
The World's Religions: Our(-)Great Wisdom Traditions	2227.5169890126517,3944.894609836727
Descartes: Meditations on First Philosophy: With Selections(-)from the Objections and Replies	2725.8389510562974,4951.300338896556
Prolegomena to Any Future Metaphysics That Will Be Able to Come Forward As Science(-)With Kant's Letter to Marcus Herz, February 27, 1772: The Paul Carus Translation	2798.586171064495,4856.627523627216
Memories, Dreams,(-)Reflections	2401.100467630612,4484.693855881236
The Interpretation(-)of Dreams	2351.9803077026204,4484.629837703067
Faces in a Cloud:(-)Intersubjectivity in Personality Theory	2421.259806610139,4434.543215607538
Fantasies of(-)Flight	2329.66817959544,4431.45588899378
Sumerian Mythology: A Study of Spiritual and Literary(-)Achievement in the Third Millennium B.C.	1802.636207534247,4184.6529526646655
Gods, Demons and Symbols of Ancient(-)Mesopotamia: An Illustrated Dictionary	1862.0802451130562,4253.04471519463
Ancient Iraq: Third(-)Edition	1780.893974563025,4229.738935041903
Stories from(-)Ancient Canaan	1811.514961716493,4264.2575801338135
Ironies of Faith: The Laughter at(-)the Heart of Christian Literature	2949.94513857531,4136.715385775019
Anselm of Canterbury: The(-)Major Works	3103.0758523393583,3965.2601067297064
Gregory of Nyssa: The(-)Life of Moses	3096.6716990587042,4125.270347173922
Origen: An Exortation to Martyrdom,(-)Prayer, and Selected Works	3108.691268805036,4046.096085013132
Maximus Confessor: Selected(-)Writings	3128.670267091401,4090.4543686687275
Bernard of Clairvaux: Selected(-)Works	3046.534659748278,4113.301137064746
Augustine of Hippo: A(-)Biography	2769.508818515379,4198.221418614665
Confessions	2596.7899039139284,4052.1864901596014
The Roman History: The(-)Reign of Augustus	1546.2314176688144,4673.2439465053
Four Plays by Aristophanes: The Birds;(-)The Clouds; The Frogs; Lysistrata	1996.2461829434715,3656.5716645046336
The Homeric(-)Hymns	1971.8213850192983,3598.6127809628438
The Elements of Style,(-)Fourth Edition	2953.19758148506,1245.3944556996512
